scene,preposition,ground,f1,f2,weight,parity,weak,lhs,rhs
compsvo14v,under,board,table,jar,3,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8048334981872176]","[-0.6278995561178445, -0.020700299750659467, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.0074447519937493834, -0.910915443531762, -0.8760669938306926, -0.8034765626035956]"
compsvo14v,under,board,table,book,3,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8048334981872176]","[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4123098511822174]"
compsvo17,under,table,box,book,1,False,False,"[-0.6282480394372745, -0.45506712412024225, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538751554580004, -0.39130484125576775, -0.7191769162463121, 1.5231088579503727, -0.8052941218451248]","[0.7522668191743811, -0.602573893987224, 2.366598040816922, 1.2449763593543017, -0.7484621051199398, -0.33778405176235204, -0.39400296155546005, -0.7251406329364917, 1.5231088579503727, 0.9897861572229473]"
compsvo19,under,table,box,book,1,False,False,"[-0.6282480394372745, 0.017104987182035025, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37824317037864297, -0.910915443531762, -0.8760669938306926, 0.9149904917845016]","[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.3450310705310375]"
compsvo23v,under,board,jar,clock,1,False,False,"[-0.628056044630395, -0.602573893987224, 0.19152406007195266, -0.9059561524155018, -0.2949090192236393, 0.3939670891066752, 0.007057372897036776, -0.8598536276647846, -0.5080211823706331, -0.6583605446647098]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7232180957153025]"
compsvo23v,under,board,table,clock,1,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8011961257345657]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7232180957153025]"
compsvo24v,under,board,table,jar,1,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8042583709405097]","[-0.6280626200002406, -0.026471944974116514, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.00855028510364408, -0.910915443531762, -0.8760669938306926, -0.7979214166408924]"
compsvo24v,under,board,table,clock,1,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8042583709405097]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]"
compsvo27,under,table,box,book,1,False,False,"[-0.6282480394372745, -0.45504723199747316, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130507172881435, -0.7191915598978978, 1.5231088579503727, -0.805294103915682]","[1.6837178985981087, -0.602573893987224, 1.0581232569213144, 1.249149865608261, -0.7484621051199398, -0.3458062045047488, -0.3843038942719036, -0.803793644460718, 0.5074499100552726, 1.5070861385123828]"
compsvo28,under,table,box,book,2,False,False,"[-0.6282480394372745, -0.5362527656777476, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, -0.3007185463460035, -0.37878684707663274, -0.9091560873869047, -0.8484238816005394, 0.9234633155570232]","[1.6837178985981087, -0.602573893987224, 0.956078696661053, 1.2157615938057023, -0.7484621051199398, -0.30701468635217005, -0.3823332925662225, -0.8080627825007531, 0.426245005000039, 1.0890616898342396]"
compsvo34v,under,board,table,jar,2,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8050316565481151]","[-0.6280652498614951, -0.602573893987224, 0.19152406007195266, -0.9059561524155018, -0.2949090192236393, 0.3939670891066752, 0.007057372897036776, -0.8598536276647846, -0.5080211823706331, -0.6597817510348787]"
compsvo34v,under,board,table,book,2,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8050316565481151]","[-0.6282480394372745, 0.6014579191946573, -0.4495031203312162, -0.9059561524155018, -0.747341029607689, -0.3570435486078057, 0.008254173333382037, -0.910915443531762, -0.8760669938306926, -0.8048462758895374]"
compsvo67,under,table,box,balloon,1,False,False,"[-0.6282480394372745, -0.4550842331035958, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130465872111486, -0.7191638731243449, 1.5231088579503727, -0.805294334274392]","[-0.6282480394372745, 0.42808884095815125, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3742894927640308, -0.5229547082864197, 1.5231088579503727, -0.8053027946095308]"
compsvo68,under,table,box,balloon,1,False,False,"[-0.6282480394372745, -0.44516553437396306, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.35110029754796573, -0.38202158238016715, -0.9107303299310072, -0.8731482044729328, 0.943275747118521]","[-0.6282480394372745, 0.3607069849769543, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3743040586605753, -0.5344644273248075, 1.5231088579503727, -0.8053027946095308]"
compsvo69a,under,table,box,balloon,1,False,False,"[-0.6282480394372745, 0.13407037610190933, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.3774859650124462, -0.910915443531762, -0.8760669938306926, 0.5723295603112634]","[-0.6282480394372745, -0.5946032346488692, 0.14549786896224368, 1.0595337643971656, -0.7484621051199398, -0.18319232941200267, 1.3743359561302237, -0.7984592703497009, 0.2926305832978181, 1.1811189630625032]"
compsvo78,under,table,box (1),box,2,False,False,"[-0.6282480394372745, -0.28299185415744577, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, 2.7113395479302667, -0.3910193662775521, -0.7299453750747392, 0.6305957678458319, 0.8255726433597153]","[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.8564393928173526]"
compsvo79,under,table,box (1),box,2,False,False,"[-0.6282480394372745, -0.28299185415744577, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, 2.7113395479302667, -0.3910193662775521, -0.7299453750747392, 0.6305957678458319, 0.8229064018625091]","[-0.6282480394372745, 0.1917027482299301, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37383519820304684, -0.910915443531762, -0.8760669938306926, 0.9526864201954924]"
compsvu15,under,balloon,book,table,2,False,False,"[-0.6274330686697578, 0.6464938023285673, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3764467204801365, 1.4264882172899949, 1.5231088579503727, -0.805255454696186]","[-0.6282480394372745, 1.0518123561030994, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374577123126178, 1.4779347335894955, -0.6409667618288944, -0.8052897331786458]"
compsvu16,under,balloon,table,book,3,False,False,"[-0.6282480394372745, 1.0518123561030994, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374577123126178, 1.4779347335894955, -0.6409667618288944, -0.8052886531075027]","[-0.6259289826997071, 1.3206003438295224, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3764640520532399, -0.910915443531762, -0.8760669938306926, -0.8048207326245835]"
compsvu17,under,table,box,box (1),1,False,False,"[-0.6282480394372745, -0.4551055314441747, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538752044159563, -0.39002858661944795, -0.7191769162463121, 1.5231088579503727, -0.8052967507147453]","[-0.6282477029472784, -0.45570780281366785, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 0.519055645661, -0.37436364524211774, -0.8766498960336436, -0.44673615457756727, -0.805285729309209]"
compsvu25,under,book,cube,book (1),1,False,False,"[-0.5805254558093608, -0.602573893987224, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 4.376559231966772, -0.4005591409164964, -0.05793253294735792, 1.5105995550591864, 1.200524979353787]","[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]"
compsvu25,under,book,cube,table,1,False,False,"[-0.5805254558093608, -0.602573893987224, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 4.376559231966772, -0.4005591409164964, -0.05793253294735792, 1.5105995550591864, 1.200524979353787]","[-0.6282480394372745, -0.12833103907127433, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35643824712810274, -0.3933557047389786, 1.4779347335894955, -0.7256067588851913, -0.8032106468780879]"
compsvu25a,under,balloon,table,box,1,False,False,"[-0.6282480394372745, 0.8754864119592612, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3745631103649452, 1.4779347335894955, -0.6409667618288944, -0.805289087329367]","[-0.6282480394372745, 3.3558794372986753, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3714967125746422, -0.910915443531762, -0.8760669938306926, -0.805196939147547]"
compsvu34,under,book (1),picture,table,2,False,False,"[-0.6282480394372745, -0.1586613994582855, -0.4495031203312162, -0.9059561524155018, 0.20467636568964565, -0.2950282120864859, -0.40118893008858747, 1.4779347335894955, 0.1951729412698637, -0.8048276390157506]","[-0.6282480394372745, -0.4374760717236588, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39381379665395444, 1.4779347335894955, -0.6894975068845485, -0.8050303876550033]"
compsvu53,under,book,box,table,1,False,False,"[-0.6282480394372745, 0.8277587935675917, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.38186729450385626, 1.110975335791297, 0.619006308976218, -0.8052968096737295]","[-0.6282480394372745, -0.47461337590045233, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35695286515686364, -0.39400296155546005, 1.4779347335894955, -0.6894891817443427, -0.8047318709080369]"
compsvu56,under,balloon,box,table,2,False,False,"[-0.6282480394372745, 2.2531623947367074, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3710761453592197, 1.4779347335894955, 1.0043144306074276, -0.8052035324521594]","[-0.6282480394372745, 1.1711293513479668, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3746789000235533, -0.910915443531762, -0.8760669938306926, -0.805290321676618]"
compsvu63,under,book,table,box,1,False,False,"[-0.6282480394372745, -0.5414654393217744, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35695286515686364, -0.39694606548475825, 1.4779347335894955, -0.6894892057361013, -0.8047241167120637]","[-0.6282480394372745, 1.1050280324598987, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39355564840392715, -0.910915443531762, -0.8760669938306926, -0.8052968080958485]"
compsvu67a,under,balloon,table,box,1,False,False,"[-0.6282480394372745, 0.9365265185799095, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374789711464355, -0.5596402804564709, -0.8760669938306926, -0.8052892697464499]","[-0.6282480394372745, 7.074399784392956, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3724261642769398, -0.910915443531762, -0.8760669938306926, -0.8051948833069703]"
compsvul,under,lamp,bowl,pencil,1,False,False,"[-0.6282480394372745, -0.40508779946049034, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 2.7961352171765568, -0.11480995213887492, -0.4062975987368801, 0.6691426065036425, -0.8033437704613876]","[0.27607628124229666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6169716745385402]"
compsvul,under,lamp,table,pencil,1,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051497485071758]","[0.27607628124229666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6169716745385402]"
compsvula,under,lamp,table,pencil,3,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051076036230612]","[0.27609755132892666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6662722788578508]"
compsvula,under,lamp,table,bowl,3,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051076036230612]","[-0.6282480394372745, 1.5070900201563664, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, -0.3570435486078057, -0.12852586408768515, -0.910915443531762, -0.8760669938306926, -0.8037459947524914]"
compsva12,below,book,table,box,3,False,False,"[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]","[1.6509878592065292, -0.5712252268324237, -0.4495031203312162, 1.2692212394067948, -0.7484621051199398, -0.34557358567295404, -0.3997373282396083, 1.062287941446371, 0.2808844582450832, 0.7294273141541625]"
compsva12,below,book,table,pear,3,False,False,"[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]","[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]"
compsva13,below,book,table,balloon,4,False,False,"[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]","[-0.6282480394372745, 1.2108034431575931, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3772712608516253, -0.910915443531762, -0.8760669938306926, -0.8053027946095308]"
