scene,preposition,ground,f1,f2,weight,parity,weak,lhs,rhs
compsvo18,on top of,table,book,box,3,False,False,"[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.349324191447777]","[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.969234637718072]"
compsvo19,on top of,table,book,box,3,False,False,"[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.3450310705310375]","[-0.6282480394372745, 0.017104987182035025, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37824317037864297, -0.910915443531762, -0.8760669938306926, 0.9149904917845016]"
compsvo24v,on top of,board,clock,jar,1,False,False,"[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]","[-0.6280626200002406, -0.026471944974116514, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.00855028510364408, -0.910915443531762, -0.8760669938306926, -0.7979214166408924]"
compsvo24v,on top of,board,clock,table,1,False,False,"[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]","[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8042583709405097]"
compsvo26,on top of,table,book,balloon,1,False,False,"[1.6837178985981087, -0.602573893987224, 1.328047938726526, 1.2825381374108198, -0.7484621051199398, -0.338950617040401, -0.3826486350074922, -0.7990444192005868, 0.568122668170964, 1.1845904999402692]","[-0.6282480394372745, 0.42808884095815125, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3742894927640308, -0.5229547082864197, 1.5231088579503727, -0.8053027946095308]"
compsvo27,on top of,table,book,box,3,False,False,"[1.6837178985981087, -0.602573893987224, 1.0581232569213144, 1.249149865608261, -0.7484621051199398, -0.3458062045047488, -0.3843038942719036, -0.803793644460718, 0.5074499100552726, 1.5070861385123828]","[-0.6282480394372745, -0.45504723199747316, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130507172881435, -0.7191915598978978, 1.5231088579503727, -0.805294103915682]"
compsvo28,on top of,table,book,box,3,False,False,"[1.6837178985981087, -0.602573893987224, 0.956078696661053, 1.2157615938057023, -0.7484621051199398, -0.30701468635217005, -0.3823332925662225, -0.8080627825007531, 0.426245005000039, 1.0890616898342396]","[-0.6282480394372745, -0.5362527656777476, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, -0.3007185463460035, -0.37878684707663274, -0.9091560873869047, -0.8484238816005394, 0.9234633155570232]"
compsvo29,on top of,table,book,box,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.956078696661053, 1.2157615938057023, -0.7484621051199398, -0.30701468635217005, -0.3823332925662225, -0.8080627825007531, 0.426245005000039, 1.2449315701746626]","[-0.6282480394372745, 0.009912476046504025, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, -0.3570435486078057, -0.37495975916766816, -0.910915443531762, -0.8760669938306926, 0.7176808077323447]"
compsvo68a,on top of,table,balloon,box,1,False,False,"[-0.6282480394372745, -0.602573893987224, 0.20284734841869745, 0.902749068300511, -0.7484621051199398, -0.043078869931210344, 1.3743348498596004, -0.7940477807276111, 0.338477154402258, 1.8432595489531811]","[-0.6282480394372745, -0.44516553437396306, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.35110029754796573, -0.38202158238016715, -0.9107303299310072, -0.8731482044729328, 0.9456960696021273]"
compsvu15,on top of,balloon,book,table,1,False,False,"[-0.6274330686697578, 0.6464938023285673, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3764467204801365, 1.4264882172899949, 1.5231088579503727, -0.805255454696186]","[-0.6282480394372745, 1.0518123561030994, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374577123126178, 1.4779347335894955, -0.6409667618288944, -0.8052897331786458]"
compsvu25,on top of,book,book (1),cube,2,False,False,"[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]","[-0.5805254558093608, -0.602573893987224, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 4.376559231966772, -0.4005591409164964, -0.05793253294735792, 1.5105995550591864, 1.200524979353787]"
compsvu25,on top of,book,book (1),table,2,False,False,"[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]","[-0.6282480394372745, -0.12833103907127433, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35643824712810274, -0.3933557047389786, 1.4779347335894955, -0.7256067588851913, -0.8032106468780879]"
compsvul,on top of,lamp,pencil,bowl,2,False,False,"[0.27607628124229666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6169716745385402]","[-0.6282480394372745, -0.40508779946049034, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 2.7961352171765568, -0.11480995213887492, -0.4062975987368801, 0.6691426065036425, -0.8033437704613876]"
compsvul,on top of,lamp,pencil,table,2,False,False,"[0.27607628124229666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6169716745385402]","[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051497485071758]"
compsva12,under,book,table,box,3,False,False,"[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]","[1.6509878592065292, -0.5712252268324237, -0.4495031203312162, 1.2692212394067948, -0.7484621051199398, -0.34557358567295404, -0.3997373282396083, 1.062287941446371, 0.2808844582450832, 0.7294273141541625]"
compsva12,under,book,table,pear,3,False,False,"[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]","[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]"
compsva13,under,book,table,balloon,4,False,False,"[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]","[-0.6282480394372745, 1.2108034431575931, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3772712608516253, -0.910915443531762, -0.8760669938306926, -0.8053027946095308]"
compsva13,under,book,table,pear,4,False,False,"[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]","[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.014782098484513164]"
compsva15,under,book,table,balloon,3,False,False,"[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047148313159854]","[-0.6282480394372745, 0.6621464713628337, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3771991688826513, 0.6350719478954483, -0.15437666387847482, -0.8053027946095308]"
compsva15,under,book,table,pear,3,False,False,"[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047148313159854]","[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.034552583439894924]"
compsva23,under,book,table,balloon,2,False,False,"[-0.6282480394372745, -0.4426857864510439, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.356254668012022, -0.39468834598898545, 1.4779347335894955, -0.7257420004279561, -0.8036539827100867]","[-0.6282480394372745, 0.6636801276617424, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.37720599088483, 0.6328949887290373, -0.1561765256024808, -0.8053027946095308]"
compsva23,under,book,table,box,2,False,False,"[-0.6282480394372745, -0.4426857864510439, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.356254668012022, -0.39468834598898545, 1.4779347335894955, -0.7257420004279561, -0.8036539827100867]","[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]"
compsvi12,under,cup,table,pencil,2,False,False,"[-0.6282480394372745, -0.5299117194261036, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40086257066693376, 1.4779347335894955, -0.845032142707118, -0.7598571204721695]","[1.6837178985981087, -0.602573893987224, 2.412757657805914, 0.4045081785115099, -0.7484621051199398, 1.9900645039075768, -0.4015535290449964, 0.2737700639717257, 1.02542573859759, 1.2786349232808496]"
compsvi12,under,cup,table,cube,2,False,False,"[-0.6282480394372745, -0.5299117194261036, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40086257066693376, 1.4779347335894955, -0.845032142707118, -0.7598571204721695]","[0.28855026226437286, -0.602573893987224, 3.048815686243471, -0.9059561524155018, -0.7484621051199398, 1.9493280575188372, -0.40072889629991015, -0.5704806436752293, 0.2541665162068937, 1.8432595489531811]"
compsvi14,under,bowl,table,ball,2,False,False,"[-0.6282480394372745, -0.47343335408452614, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3569196137454828, -0.4011621133511566, 1.4779347335894955, -0.8229110455926996, -0.802639558303588]","[-0.05201642340046122, -0.602573893987224, 2.743137486571305, -0.5614577057452173, -0.7484621051199398, 3.1819072641816097, -0.40210918036653553, -0.15095698657965467, 1.5231088579503727, 1.221108877533312]"
compsvi14,under,bowl,table,pencil,2,False,False,"[-0.6282480394372745, -0.47343335408452614, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3569196137454828, -0.4011621133511566, 1.4779347335894955, -0.8229110455926996, -0.802639558303588]","[1.6837178985981087, -0.602573893987224, 0.6105938269526342, 0.7405245542059091, -0.7484621051199398, 0.06817167142220154, -0.4011162352021234, 0.5742656777169683, 0.44153159385724705, 1.2154070458986845]"
compsvi14a,under,bowl,table,cube,2,False,False,"[-0.6282480394372745, -0.49261618644949345, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570323175499042, -0.4010707232286667, 1.4779347335894955, -0.8201269939507758, -0.8023973307237545]","[1.6837178985981087, -0.602573893987224, 2.1742359845997994, 0.20289826438651715, -0.7484621051199398, 2.0920581239121403, -0.4018285263497571, -0.44807070512914643, 1.5231088579503727, 1.082308431920464]"
compsvi14a,under,bowl,table,pear,2,False,False,"[-0.6282480394372745, -0.49261618644949345, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570323175499042, -0.4010707232286667, 1.4779347335894955, -0.8201269939507758, -0.8023973307237545]","[1.6837178985981087, -0.6000361548136733, 0.8127336842341327, 1.261410468894841, -0.7484621051199398, 0.6902591696422785, -0.4013988023480048, 0.15002141378638398, 0.9553426930384576, 1.484210770407266]"
compsvi15,under,box,table,jar,2,False,False,"[-0.6282480394372745, -0.3329008093342945, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570416453888105, -0.39059051862651223, 1.4779347335894955, -0.6758102566336546, -0.8031501697379632]","[-0.6282283142710193, -0.6015652851419684, 1.205241556013006, -0.9059561524155018, -0.30167844692794665, 0.34900655028049604, -0.3903380455447842, -0.8140210765010307, -0.530058572239583, -0.30109739255194207]"
compsvi15,under,box,table,pencil,2,False,False,"[-0.6282480394372745, -0.3329008093342945, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570416453888105, -0.39059051862651223, 1.4779347335894955, -0.6758102566336546, -0.8031501697379632]","[-0.6282480394372745, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9722149227559058, -0.38980941965862914, -0.8655263107378854, 0.2653819435612145, -0.13761440224089333]"
compsvi15,under,box,table,pear,2,False,False,"[-0.6282480394372745, -0.3329008093342945, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570416453888105, -0.39059051862651223, 1.4779347335894955, -0.6758102566336546, -0.8031501697379632]","[-0.3546770403316422, -0.602573893987224, 6.5471344928181585, -0.9059561524155018, -0.7484621051199398, 4.484547264095121, -0.3905531266794331, -0.05281274924775162, 1.5231088579503727, 1.782450875037032]"
compsvi16,under,bowl,table,pear,2,False,False,"[-0.6282480394372745, -0.547616997723536, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570204456715259, -0.3997411651548879, 1.4779347335894955, -0.8247722542432357, -0.804176372764702]","[-0.6282480394372745, -0.602573893987224, 0.001892861481618648, -0.03688995085073594, -0.7399214387497114, -0.036945906792150686, -0.39928500552593466, -0.8535032277964343, -0.635617031531076, 1.3286033625950897]"
compsvi16,under,bowl,table,pencil,2,False,False,"[-0.6282480394372745, -0.547616997723536, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570204456715259, -0.3997411651548879, 1.4779347335894955, -0.8247722542432357, -0.804176372764702]","[1.6837178985981087, -0.602573893987224, 1.140641600930798, 0.4045081785115099, -0.7484621051199398, 1.404211572196866, -0.40095943166641446, 0.1249196150102115, 0.8150528044462415, 1.5380612075484656]"
compsvi23,under,table,box (1),box,4,False,False,"[-0.6282480394372745, -0.3959606841730068, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538744700466174, -0.3923947003547098, -0.7191271087201191, 1.5231088579503727, -0.8041443245591213]","[1.6837178985981087, -0.602573893987224, 0.5281090668036933, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.38864969035088215, -0.7964364397967181, 1.5231088579503727, 1.727633845068549]"
compsvi24,under,cup,table,cube,1,False,False,"[-0.6282480394372745, -0.5497743409173341, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40079156450257675, 1.4779347335894955, -0.8455874079662542, -0.7382870490412398]","[-0.0018490745110315144, -0.5992838364883207, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.858821442713584, -0.4007160725952193, -0.5623750361392391, 0.21251010572758927, 1.8432595489531811]"
compsvi24,under,cup,table,pencil,2,False,False,"[-0.6282480394372745, -0.5497743409173341, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40079156450257675, 1.4779347335894955, -0.8455874079662542, -0.7382870490412398]","[1.6837178985981087, -0.5773736827661422, 0.0805452133779567, 0.7405245542059091, -0.7484621051199398, -0.33551577091467577, -0.4015334819462685, 0.9899836575953708, 0.10716013481761615, 1.8432595489531811]"
compsvi24,under,cup,cube,pencil,1,False,False,"[-0.0018490745110315144, -0.5992838364883207, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.858821442713584, -0.4007160725952193, -0.5623750361392391, 0.21251010572758927, 1.8432595489531811]","[1.6837178985981087, -0.5773736827661422, 0.0805452133779567, 0.7405245542059091, -0.7484621051199398, -0.33551577091467577, -0.4015334819462685, 0.9899836575953708, 0.10716013481761615, 1.8432595489531811]"
compsvi24a,under,cup,table,pear,2,False,False,"[-0.6282480394372745, -0.5498372105719178, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40053696350930423, 1.4779347335894955, -0.8455286041661271, -0.7201865047589698]","[1.658870738268855, -0.602573893987224, 0.46164800611638757, 0.8851681815221152, -0.7484621051199398, 0.350671120782037, -0.39904518449257237, 1.4779347335894955, 0.0783016480844676, 1.6362084526014005]"
compsvi24a,under,cup,table,cube,2,False,False,"[-0.6282480394372745, -0.5498372105719178, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40053696350930423, 1.4779347335894955, -0.8455286041661271, -0.7201865047589698]","[0.3039003289133649, -0.599122666349585, 3.923395387887143, -0.9059561524155018, -0.7484621051199398, 2.533492918909162, -0.40088480357203554, -0.6306029860479994, 0.5404352191710695, 1.7367123222135787]"
compsvi25,under,box,table,jar,1,False,False,"[-0.6282480394372745, -0.3398235903161663, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39069916362067586, 1.4779347335894955, -0.6761177829943358, -0.8036004921463539]","[-0.6282480394372745, -0.602573893987224, 1.28474854719379, -0.9059561524155018, -0.2949090192236393, 0.3861837532732935, -0.3969216003099164, -0.8067330768266621, -0.5095698503829579, -0.1571818854868902]"
compsvi25,under,box,table,pencil,1,False,False,"[-0.6282480394372745, -0.3398235903161663, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39069916362067586, 1.4779347335894955, -0.6761177829943358, -0.8036004921463539]","[-0.6169813970835976, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9631802215690135, -0.3981866963632123, -0.8651066853157724, 0.26095450444433793, 1.4064229578752392]"
compsvi25,under,box,table,pencil (1),1,False,False,"[-0.6282480394372745, -0.3398235903161663, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39069916362067586, 1.4779347335894955, -0.6761177829943358, -0.8036004921463539]","[1.6837178985981087, -0.5053391764540857, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 1.4162092088765017, -0.39585257413060193, -0.6551023168095018, -0.00708765957385744, 1.8432595489531811]"
compsvi26,under,cup,cube,table,2,False,False,"[0.021745000279807237, -0.5950595845540027, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.8151994144024677, -0.4007037374933873, -0.5504498960550499, 0.19786337707005125, 1.609095450960642]","[-0.6282480394372745, -0.5499039180292744, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570434309565501, -0.4007382723122024, 1.4779347335894955, -0.8455949653701873, -0.783995601334171]"
compsvi26,under,cup,cube,pencil,2,False,False,"[0.021745000279807237, -0.5950595845540027, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.8151994144024677, -0.4007037374933873, -0.5504498960550499, 0.19786337707005125, 1.609095450960642]","[-0.6282480394372745, -0.0938157158896292, -0.4495031203312162, -0.9059561524155018, -0.3332692684044596, -0.3570435486078057, -0.39689000706468947, -0.910915443531762, -0.8760669938306926, -0.7640153224312747]"
compsvi26a,under,lamp,table,pencil,1,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8052166752197318]","[0.2760862226958302, -0.602573893987224, 1.140641600930798, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.1105876859253011, -0.4095177687756396, 0.8521421437740951, 0.07901952837517426]"
compsvi26a,under,lamp,table,bowl,1,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8052166752197318]","[-0.6282480394372745, 0.7087098585927339, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, -0.3570435486078057, -0.12269231471077419, -0.910915443531762, -0.8760669938306926, -0.8049314724261919]"
compsvi34,under,mug,table,pencil (1),2,False,False,"[-0.6282480394372745, -0.5410777919455153, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570428063464443, -0.397362976475769, 1.4779347335894955, -0.8403637783512053, -0.8038937429554549]","[1.5698253701654223, -0.5758579264481054, -0.23748380084082227, 0.874931237546199, -0.7484621051199398, -0.3402950171975617, -0.40163956149885593, 0.7479102415518415, 0.6975558061987005, 1.8432595489531811]"
compsvi34,under,mug,table,pencil,2,False,False,"[-0.6282480394372745, -0.5410777919455153, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570428063464443, -0.397362976475769, 1.4779347335894955, -0.8403637783512053, -0.8038937429554549]","[1.1395673531140684, -0.49755819246132116, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8356447463774235, -0.40063110050175255, -0.436852664697385, 0.22393905973271883, 0.8905519156985907]"
compsvi36,under,mug,table,pencil,2,False,False,"[-0.6282480394372745, -0.5410823328571932, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570430989931644, -0.3973835918288406, 1.4779347335894955, -0.8412652926692705, -0.8035328959355058]","[1.1374475115454838, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8043674666534697, -0.4006176982175255, -0.4660016534436363, 0.20477636236937302, 0.7767120513239466]"
compsvi36,under,mug,table,pear,2,False,False,"[-0.6282480394372745, -0.5410823328571932, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570430989931644, -0.3973835918288406, 1.4779347335894955, -0.8412652926692705, -0.8035328959355058]","[-0.6282480394372745, -0.602573893987224, -0.23216432722992095, -0.9059561524155018, -0.7313807699966368, -0.26483755419434696, -0.39920060445248806, -0.8970049061768655, -0.8307276324930779, 1.1099734573866893]"
compsvi45,under,mug,table,pencil,1,False,False,"[-0.6282480394372745, -0.5410777919455153, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570428063464443, -0.397362976475769, 1.4779347335894955, -0.8403637783512053, -0.7979328584507431]","[1.1352231691164998, -0.49755819246132116, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8356447463774235, -0.40063110050175255, -0.436852664697385, 0.22393905973271883, 0.7945467881406945]"
compsvi45,under,mug,table,cup,1,False,False,"[-0.6282480394372745, -0.5410777919455153, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570428063464443, -0.397362976475769, 1.4779347335894955, -0.8403637783512053, -0.7979328584507431]","[-0.6282480394372745, -0.602573893987224, -0.26640419251564684, 0.05759642108849745, -0.7014955397738679, 0.01936979345802529, -0.39917283152848154, -0.31386175778822617, -0.4993080954297199, -0.00016522201512359362]"
compsvi46,under,bowl,ball,pencil,1,False,False,"[-0.05199746527976937, -0.5893852876880554, -0.05551769862119792, -0.5614577057452173, -0.7484621051199398, 0.0799053757614312, -0.39950818087397977, -0.817084537968171, -0.5798443501750623, 1.1811230152271501]","[1.6837178985981087, -0.602573893987224, 0.6105938269526342, 0.7405245542059091, -0.7484621051199398, 0.24913280976760094, -0.40111623428023124, 0.574265916601986, 0.44153183377483207, 1.8432595489531811]"
compsvi46,under,bowl,table,pencil,1,False,False,"[-0.6282480394372745, -0.47343335408452614, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3569196137454828, -0.4011621133511566, 1.4779347335894955, -0.8229110455926996, -0.8043625404104732]","[1.6837178985981087, -0.602573893987224, 0.6105938269526342, 0.7405245542059091, -0.7484621051199398, 0.24913280976760094, -0.40111623428023124, 0.574265916601986, 0.44153183377483207, 1.8432595489531811]"
compsvinew1,under,plate,pencil,table,1,False,False,"[-0.6282480394372745, -0.602573893987224, 2.147733420984951, -0.9059561524155018, -0.20690622078302562, 1.9205446960698391, -0.38730802562015504, -0.5714271061154047, 0.32099939823961804, 0.24096050291216473]","[-0.6282480394372745, -0.5387277969117628, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570104571224837, -0.38366456019687173, 1.4779347335894955, -0.6693504036774585, -0.8044724737579549]"
compsvinew1,under,plate,pencil,cube,1,False,False,"[-0.6282480394372745, -0.602573893987224, 2.147733420984951, -0.9059561524155018, -0.20690622078302562, 1.9205446960698391, -0.38730802562015504, -0.5714271061154047, 0.32099939823961804, 0.24096050291216473]","[1.6837088819309503, -0.6025087611129639, 3.048815686243471, 0.20289826438651715, -0.7484621051199398, 0.49296399262890556, -0.38669885954503, -0.8255476369331674, 1.5231088579503727, 1.1138850755430465]"
compsvinew2,under,shelf,box,mug,1,False,False,"[-0.5505560193460927, -0.602573893987224, -0.06612572070475049, -0.9059561524155018, -0.712556211329916, 4.456150670497951, -0.02225400479015457, -0.7117401389829123, 1.5231088579503727, 0.07144747403429257]","[1.6837178985981087, -0.602573893987224, 2.0920751687723476, -0.9059561524155018, -0.7484621051199398, 3.938588212351634, -0.023493765402384677, -0.580255340829974, 1.228999648302576, 1.117380118411612]"
compsvinew2,under,shelf,box,table,1,False,False,"[-0.5505560193460927, -0.602573893987224, -0.06612572070475049, -0.9059561524155018, -0.712556211329916, 4.456150670497951, -0.02225400479015457, -0.7117401389829123, 1.5231088579503727, 0.07144747403429257]","[-0.6282480394372745, -0.24699883042724388, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.020405242199608556, 1.4779347335894955, -0.5548535748325699, -0.782103731795455]"
compsvo12,under,table,box,book (1),2,False,False,"[1.6837178985981087, -0.5722090519676662, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39684905476998655, -0.6727062076462421, 1.5231088579503727, 1.8432595489531811]","[1.68169261643639, -0.6025681229689394, 2.366598040816922, 1.3039272737982808, -0.7484621051199398, -0.356070573858245, -0.3974507221740677, -0.7250892726576835, 1.5231088579503727, 0.8258756388918188]"
compsvo12,under,table,box,book,2,False,False,"[1.6837178985981087, -0.5722090519676662, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39684905476998655, -0.6727062076462421, 1.5231088579503727, 1.8432595489531811]","[1.6837178985981087, -0.602417956677921, 1.0400187574335287, 1.256453446109969, -0.7484621051199398, -0.3325802616688437, -0.38515296619447204, -0.8259465988012484, 0.4858143821414961, 1.346310855855447]"
compsvo12v,under,board,table,book,2,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.803563545317452]","[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4540743024232134]"
compsvo12v,under,board,table,clock,2,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.803563545317452]","[1.6278591831590172, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.600237400416655]"
